Date,Open,High,Low,Close,Adj Close,Volume
2015-09-24,47100.000000,47400.000000,46400.000000,46400.000000,45234.562500,19641
2015-09-25,46460.000000,46820.000000,46300.000000,46400.000000,45234.562500,41762
2015-09-28,46500.000000,46780.000000,46010.000000,46200.000000,45039.585938,11462
2015-09-29,45920.000000,46150.000000,45620.000000,46140.000000,44981.093750,15457
2015-09-30,47640.000000,47870.000000,46963.199219,47250.000000,46063.210938,33793
2015-10-01,48000.000000,48270.000000,47690.000000,47850.000000,46648.148438,25797
2015-10-02,47400.000000,47880.000000,47200.000000,47500.000000,46306.937500,22046
2015-10-05,47560.000000,48430.000000,47520.000000,48400.000000,47184.328125,12414
2015-10-06,49250.000000,49840.000000,49110.000000,49500.000000,48256.703125,17309
2015-10-07,53500.000000,55050.000000,53400.000000,54500.000000,53131.117188,109147
2015-10-08,54600.000000,54750.000000,53500.398438,54500.000000,53131.117188,41586
2015-10-09,54950.000000,55750.000000,54800.000000,55700.000000,54300.972656,40222
2015-10-12,54850.000000,55300.000000,54800.000000,55150.000000,53764.792969,14337
2015-10-13,54600.000000,54855.300781,53950.000000,54400.000000,53033.625000,20949
2015-10-14,54350.000000,55000.000000,54350.000000,54850.000000,53472.320313,32389
2015-10-15,55900.000000,56550.000000,54664.199219,56050.000000,54642.183594,22449
2015-10-16,55800.000000,56050.000000,55650.000000,55900.000000,54495.953125,10414
2015-10-19,56150.000000,56150.000000,55500.000000,55950.000000,54544.695313,10149
2015-10-20,55900.000000,56500.000000,55650.000000,56500.000000,55080.878906,20922
2015-10-21,56250.000000,56250.000000,55350.000000,55400.000000,54008.507813,13653
2015-10-22,56000.000000,56600.000000,55900.000000,56350.000000,54934.652344,27548
2015-10-23,56900.000000,57370.000000,55903.199219,56900.000000,55470.835938,24156
2015-10-26,56700.000000,57100.000000,56550.000000,56600.000000,55178.367188,15744
2015-10-27,57000.000000,57250.000000,56700.000000,57100.000000,55665.812500,20334
2015-10-28,57450.000000,57600.000000,57200.000000,57400.000000,55958.273438,26985
2015-10-29,57650.000000,57900.000000,56850.000000,57800.000000,56348.230469,37686
2015-10-30,59700.000000,60200.000000,58590.000000,59850.000000,58346.738281,104956
2015-11-02,60400.000000,61000.000000,59850.000000,60250.000000,58736.691406,48580
2015-11-03,59350.000000,60600.000000,58750.000000,59000.000000,57518.085938,31130
2015-11-04,58250.000000,59343.398438,58150.000000,58800.000000,57323.113281,24103
2015-11-05,58700.000000,59200.000000,58700.000000,59200.000000,57713.062500,24236
2015-11-06,58400.000000,58850.000000,57600.000000,57600.000000,56153.253906,14556
2015-11-09,57650.000000,57900.000000,57350.000000,57750.000000,56299.480469,11824
2015-11-10,57000.000000,57100.000000,56600.000000,56750.000000,55324.601563,9656
2015-11-11,57500.000000,57700.000000,57200.000000,57250.000000,55812.042969,21396
2015-11-12,56850.000000,57200.000000,56550.000000,57150.000000,55714.554688,14660
2015-11-13,55650.000000,56425.000000,55050.000000,55100.000000,53716.046875,10456
2015-11-16,53900.000000,54500.000000,53700.000000,54200.000000,52838.652344,12669
2015-11-17,53900.000000,54750.000000,53900.000000,54650.000000,53277.347656,16617
2015-11-18,54650.000000,55000.000000,54400.000000,55000.000000,53618.558594,8700
2015-11-19,55300.000000,55700.000000,55250.000000,55650.000000,54252.230469,18276
2015-11-20,55650.000000,56250.000000,55550.000000,56250.000000,54837.160156,20438
2015-11-23,55350.000000,55700.000000,55300.000000,55700.000000,54300.972656,5667
2015-11-24,56200.000000,56350.000000,55800.000000,55850.000000,54447.207031,15767
2015-11-25,56700.000000,56950.000000,56400.000000,56950.000000,55519.578125,23839
2015-11-26,57850.000000,58250.000000,57850.000000,58100.000000,56640.691406,12984
2015-11-27,57300.000000,57601.699219,57300.000000,57600.000000,56153.253906,10112
2015-11-30,55600.000000,57600.000000,55600.000000,55650.000000,54252.230469,43135
2015-12-01,56600.000000,56857.898438,56400.000000,56500.000000,55080.878906,20960
2015-12-02,55950.000000,56525.101563,55650.000000,55950.000000,54544.695313,18611
2015-12-03,55200.000000,55966.800781,54800.000000,54800.000000,53423.578125,12372
2015-12-04,54650.000000,54950.000000,54050.000000,54950.000000,53569.812500,13885
2015-12-07,54300.000000,54300.000000,53047.699219,53850.000000,52497.445313,14169
2015-12-08,53200.000000,53734.699219,52800.000000,53100.000000,51766.281250,12862
2015-12-09,53250.000000,54100.000000,53150.000000,53450.000000,52107.488281,15784
2015-12-10,54050.000000,54600.000000,53513.000000,54400.000000,53033.625000,14920
2015-12-11,54350.000000,54435.000000,53400.000000,53400.000000,52058.742188,31531
2015-12-14,52950.000000,53604.101563,52600.000000,52700.000000,51376.328125,18997
2015-12-15,53650.000000,54450.000000,53515.601563,54050.000000,52692.417969,25847
2015-12-16,55000.000000,55059.398438,54050.000000,54650.000000,53277.347656,32623
2015-12-17,54450.000000,54500.000000,53800.000000,53900.000000,52546.187500,18512
2015-12-18,53550.000000,53950.000000,53550.000000,53700.000000,52351.210938,23324
2015-12-21,53900.000000,54450.000000,53900.000000,54350.000000,52984.886719,15590
2015-12-22,54750.000000,55060.000000,54153.601563,54750.000000,53374.839844,23072
2015-12-23,55050.000000,55200.000000,54350.000000,55000.000000,53618.558594,22365
2015-12-24,null,null,null,null,null,null
2015-12-29,53850.000000,54700.000000,53850.000000,54700.000000,53326.093750,18676
2015-12-30,53700.000000,53750.000000,53200.000000,53550.000000,52204.976563,11020
2015-12-31,null,null,null,null,null,null
2016-01-04,51250.000000,51483.800781,50400.000000,50400.000000,49134.093750,18752
2016-01-05,51150.000000,51150.000000,50600.000000,50850.000000,49572.792969,17478
2016-01-06,49380.000000,49380.000000,48830.000000,49100.000000,47866.750000,19214
2016-01-07,48340.000000,48650.000000,48050.000000,48610.000000,47389.054688,26006
2016-01-08,48800.000000,49070.000000,47920.000000,47950.000000,46745.632813,17326
2016-01-11,47640.000000,47970.000000,47264.398438,47750.000000,46550.660156,15067
2016-01-12,47540.000000,47550.000000,47080.000000,47500.000000,46306.937500,36175
2016-01-13,47510.000000,47600.000000,47300.000000,47430.000000,46238.691406,19892
2016-01-14,47130.000000,47130.000000,46490.000000,47000.000000,45819.492188,13490
2016-01-15,46350.000000,46520.000000,45250.000000,45400.000000,44259.683594,20742
2016-01-18,45970.000000,46430.000000,45920.000000,45970.000000,44815.363281,16482
2016-01-19,48440.000000,48600.000000,47950.000000,48050.000000,46843.121094,25282
2016-01-20,46700.000000,46700.000000,46160.000000,46240.000000,45078.585938,14324
2016-01-21,46250.000000,47000.000000,46250.000000,46650.000000,45478.285156,20600
2016-01-22,48650.000000,48800.000000,48350.000000,48470.000000,47252.574219,27996
2016-01-25,48320.000000,48675.000000,48010.000000,48050.000000,46843.121094,26187
2016-01-26,46940.000000,47410.000000,46800.000000,47350.000000,46160.703125,22951
2016-01-27,48460.000000,48460.000000,48000.000000,48020.000000,46813.875000,23460
2016-01-28,47140.000000,47720.000000,46600.000000,46950.000000,45770.746094,17788
2016-01-29,47750.000000,47980.000000,47280.000000,47300.000000,46111.957031,21156
2016-02-01,47930.000000,48190.000000,47900.000000,48100.000000,46891.863281,13847
2016-02-02,48010.000000,48010.000000,47120.000000,47120.000000,45936.480469,13917
2016-02-03,46800.000000,47040.000000,46440.000000,46470.000000,45302.808594,34129
2016-02-04,47710.000000,48490.000000,47610.000000,48400.000000,47184.328125,26548
2016-02-05,48450.000000,48770.000000,48200.000000,48260.000000,47047.843750,20616
2016-02-08,47900.000000,47910.000000,47000.000000,47050.000000,45868.238281,16655
2016-02-09,47300.000000,47360.000000,46690.000000,46960.000000,45780.500000,16623
2016-02-10,47020.000000,47500.000000,46990.000000,47330.000000,46141.203125,16286
2016-02-11,46660.000000,47137.300781,46190.000000,46360.000000,45195.570313,34521
2016-02-12,null,null,null,null,null,null
2016-02-15,null,null,null,null,null,null
2016-02-16,47790.000000,47870.000000,47510.000000,47620.000000,46423.921875,9173
2016-02-17,48170.000000,48780.000000,48170.000000,48580.000000,47359.804688,10947
2016-02-18,48000.000000,48500.000000,47950.000000,48360.000000,47145.332031,16195
2016-02-19,47900.000000,48190.000000,47830.000000,48190.000000,46979.601563,15612
2016-02-22,47720.000000,48250.000000,47545.000000,48250.000000,47038.097656,12458
2016-02-23,47590.000000,48360.000000,47590.000000,48300.000000,47086.847656,22919
2016-02-24,47150.000000,47290.000000,46750.000000,46850.000000,45673.261719,5584
2016-02-25,47240.000000,47600.000000,47230.000000,47600.000000,46404.425781,6871
2016-02-26,47590.000000,47900.000000,47460.000000,47600.000000,46404.425781,10693
2016-02-29,47690.000000,47950.000000,47470.000000,47950.000000,46745.632813,13195
2016-03-01,47980.000000,48440.000000,47940.000000,48410.000000,47194.078125,18432
2016-03-02,48740.000000,48880.000000,48560.000000,48800.000000,47574.281250,9979
2016-03-03,49740.000000,50000.000000,49690.000000,50000.000000,48744.140625,31709
2016-03-04,50000.000000,50400.000000,49980.000000,50250.000000,48987.863281,14873
2016-03-07,50550.000000,50650.000000,50100.000000,50550.000000,49280.328125,13791
2016-03-08,49270.000000,49300.000000,48940.000000,48940.000000,47710.761719,12702
2016-03-09,48930.000000,49280.000000,48850.000000,49200.000000,47964.234375,12667
2016-03-10,50650.000000,51150.000000,50600.000000,50600.000000,49329.070313,14623
2016-03-11,51950.000000,52700.000000,51900.000000,52400.000000,51083.859375,12997
2016-03-14,52700.000000,53250.000000,52450.000000,52600.000000,51278.835938,11061
2016-03-15,52200.000000,52450.000000,52100.000000,52250.000000,50937.628906,11521
2016-03-16,52300.000000,52500.000000,52200.000000,52350.000000,51035.117188,5489
2016-03-17,53500.000000,54350.000000,53500.000000,54100.000000,52741.160156,19099
2016-03-18,54400.000000,54800.000000,53500.000000,53500.000000,52156.230469,59739
2016-03-21,54350.000000,54550.000000,54200.000000,54300.000000,52936.140625,10104
2016-03-22,54500.000000,54700.000000,54150.000000,54700.000000,53326.093750,31889
2016-03-23,54650.000000,54800.000000,54250.000000,54300.000000,52936.140625,10766
2016-03-24,54700.000000,54900.000000,54336.300781,54350.000000,52984.886719,25449
2016-03-29,55150.000000,55250.000000,53800.000000,54750.000000,53374.839844,36032
2016-03-30,56050.000000,56700.000000,56050.000000,56600.000000,55178.367188,65910
2016-03-31,57000.000000,57900.000000,56750.000000,56950.000000,55519.578125,33647
2016-04-01,55800.000000,55800.000000,54850.000000,55450.000000,54057.257813,21946
2016-04-04,56500.000000,56550.000000,56300.000000,56400.000000,54983.394531,7332
2016-04-05,54200.000000,56021.300781,53950.000000,54300.000000,52936.140625,9718
2016-04-06,55200.000000,55300.000000,54850.000000,54850.000000,53472.320313,9119
2016-04-07,54850.000000,54850.000000,54400.000000,54500.000000,53131.117188,8127
2016-04-08,53750.000000,54150.000000,53700.000000,54000.000000,52643.675781,43309
2016-04-11,55200.000000,55350.000000,54120.000000,55100.000000,53716.046875,11052
2016-04-12,55850.000000,55850.000000,55350.000000,55450.000000,54057.257813,10552
2016-04-13,55700.000000,56200.000000,55650.000000,56100.000000,54690.925781,14535
2016-04-14,55750.000000,56200.000000,55750.000000,56200.000000,54788.417969,15533
2016-04-15,56400.000000,56500.000000,56200.000000,56500.000000,55080.878906,5258
2016-04-18,56150.000000,56300.000000,56050.000000,56250.000000,54837.160156,25639
2016-04-19,56450.000000,56800.000000,56400.000000,56400.000000,54983.394531,59434
2016-04-20,56950.000000,57150.000000,56400.000000,57150.000000,55714.554688,22647
2016-04-21,56700.000000,56900.000000,56350.000000,56500.000000,55080.878906,7985
2016-04-22,55750.000000,55750.000000,55350.000000,55600.000000,54203.488281,12368
2016-04-25,55400.000000,55650.000000,55200.000000,55200.000000,53813.531250,8602
2016-04-26,56000.000000,56500.000000,55200.000000,56050.000000,54642.183594,10343
2016-04-27,56250.000000,56350.000000,55850.000000,55850.000000,54447.207031,13371
2016-04-28,55250.000000,55400.000000,54850.000000,55000.000000,53618.558594,7409
2016-04-29,54800.000000,54800.000000,54200.000000,54500.000000,53131.117188,12280
2016-05-03,55650.000000,55650.000000,54600.000000,54800.000000,53423.578125,34033
2016-05-04,55400.000000,55650.000000,55200.000000,55350.000000,53959.765625,23235
2016-05-05,55300.000000,55500.000000,55100.000000,55400.000000,54008.507813,11172
2016-05-06,54550.000000,54750.000000,54400.000000,54700.000000,53326.093750,8604
2016-05-09,55300.000000,55500.000000,55100.000000,55150.000000,53764.792969,11414
2016-05-10,55000.000000,55250.000000,54850.000000,55000.000000,53618.558594,6386
2016-05-11,55000.000000,55400.000000,54800.000000,55400.000000,54008.507813,19660
2016-05-12,54650.000000,54750.000000,54500.000000,54500.000000,53131.117188,13651
2016-05-13,53350.000000,53450.000000,52900.000000,53300.000000,51961.253906,11585
2016-05-16,52750.000000,53350.000000,52750.000000,53350.000000,52009.996094,11811
2016-05-17,53500.000000,53900.000000,53500.000000,53900.000000,52546.187500,19032
2016-05-18,53500.000000,53600.000000,53200.000000,53300.000000,51961.253906,9566
2016-05-19,53300.000000,53300.000000,52900.000000,53000.000000,51668.789063,34424
2016-05-20,53250.000000,53750.000000,53100.000000,53100.000000,51766.281250,7415
2016-05-23,53950.000000,54150.000000,53750.000000,53950.000000,52594.933594,17634
2016-05-24,53000.000000,53950.000000,53000.000000,53800.000000,52448.699219,35753
2016-05-25,54750.000000,54900.000000,54150.000000,54900.000000,53521.070313,18291
2016-05-26,54600.000000,55150.000000,54250.000000,54800.000000,53423.578125,39024
2016-05-27,54050.000000,55173.898438,54050.000000,54100.000000,52741.160156,17800
2016-05-31,54100.000000,54650.000000,54100.000000,54600.000000,53228.605469,27619
2016-06-01,55450.000000,56900.000000,55450.000000,56450.000000,55032.132813,41883
2016-06-02,57000.000000,57500.000000,56950.000000,57000.000000,55568.320313,19220
2016-06-03,57600.000000,58600.000000,57600.000000,57850.000000,56396.972656,36210
2016-06-06,58400.000000,58800.000000,57900.000000,58700.000000,57225.625000,36803
2016-06-07,59600.000000,60250.000000,59600.000000,60150.000000,58639.203125,23400
2016-06-08,60450.000000,60850.000000,60350.000000,60700.000000,59175.390625,16407
2016-06-09,61450.000000,61760.000000,60400.000000,60500.000000,58980.410156,33436
2016-06-10,60300.000000,60350.000000,59500.000000,59500.000000,58005.527344,14026
2016-06-13,57950.000000,58300.000000,57750.000000,58100.000000,56640.691406,13214
2016-06-14,58500.000000,58700.000000,58200.000000,58300.000000,56835.667969,11457
2016-06-15,60150.000000,60400.000000,58300.000000,60400.000000,58882.925781,69933
2016-06-16,59700.000000,59900.000000,59300.000000,59700.000000,58200.503906,30281
2016-06-17,60500.000000,60980.000000,59350.000000,59350.000000,57859.292969,87886
2016-06-20,61100.000000,61639.601563,61100.000000,61400.000000,59857.804688,39234
2016-06-21,62000.000000,62200.000000,61800.000000,62000.000000,60442.738281,30979
2016-06-22,62150.000000,62550.000000,62000.000000,62350.000000,60783.949219,32211
2016-06-23,61800.000000,62500.000000,61700.000000,62400.000000,60832.691406,84999
2016-06-24,58200.000000,62780.000000,58200.000000,60400.000000,58882.925781,46782
2016-06-27,null,null,null,null,null,null
2016-06-28,null,null,null,null,null,null
2016-06-29,59900.000000,60300.000000,59700.000000,60300.000000,58785.437500,16018
2016-06-30,61600.000000,62100.000000,61026.601563,62100.000000,60540.222656,47738
2016-07-01,63700.000000,63800.000000,62950.000000,63500.000000,61905.062500,31229
2016-07-04,63900.000000,63900.000000,63200.000000,63300.000000,61710.082031,15693
2016-07-05,63250.000000,63600.000000,62600.000000,62800.000000,61222.644531,16348
2016-07-06,60700.000000,60950.000000,60050.000000,60200.000000,58687.949219,37396
2016-07-07,62400.000000,62796.101563,62050.000000,62050.000000,60491.484375,73091
2016-07-08,62500.000000,63150.000000,62500.000000,63000.000000,61417.617188,33432
2016-07-11,64400.000000,64850.000000,64250.000000,64450.000000,62831.199219,39946
2016-07-12,63600.000000,65168.000000,63150.000000,63450.000000,61856.316406,18544
2016-07-13,64200.000000,64980.000000,64150.000000,64450.000000,62831.199219,21708
2016-07-14,65450.000000,66200.000000,65400.000000,65800.000000,64147.289063,31159
2016-07-15,66400.000000,66500.000000,65700.000000,66050.000000,64391.007813,51574
2016-07-18,67150.000000,67500.000000,65891.203125,67300.000000,65609.609375,48804
2016-07-19,67050.000000,67419.203125,66650.000000,66950.000000,65268.410156,21973
2016-07-20,67100.000000,67650.000000,66900.000000,66950.000000,65268.410156,40050
2016-07-21,67500.000000,67600.000000,66800.000000,66900.000000,65219.660156,59908
2016-07-22,66500.000000,66550.000000,65900.000000,66150.000000,64488.496094,28558
2016-07-25,65750.000000,65750.000000,65000.000000,65000.000000,63367.382813,21713
2016-07-26,66700.000000,66900.000000,65893.000000,66450.000000,64780.968750,33782
2016-07-27,66700.000000,66900.000000,66350.000000,66450.000000,64780.968750,27218
2016-07-28,66600.000000,67043.398438,66300.000000,66300.000000,64634.734375,33454
2016-07-29,68100.000000,69243.000000,67000.000000,68650.000000,66925.703125,125496
2016-08-01,70000.000000,70200.000000,69450.000000,69800.000000,68046.828125,58965
2016-08-02,69400.000000,69866.000000,69150.000000,69200.000000,67461.890625,20852
2016-08-03,67600.000000,67700.000000,66500.000000,67150.000000,65463.378906,37414
